id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1225719700111417344,1225719700111417344,1581069323000,2020-02-07,09:55:23,GMT,1132976282008981506,john__tennant,John Tennant,,"One week on from the historic day of brexit and we haven't seen our economy tank, our planes landed, our hospitals close. We've seen a positive attitude to Britain being free and independent. Now look it's happening in France too.. https://www.google.com/amp/s/www.express.co.uk/news/world/1238106/EU-news-eu-frexit-brexit-party-alexandra-phillips-emmanuel-macron-charles-henri-galloi/amp …",[],['https://www.google.com/amp/s/www.express.co.uk/news/world/1238106/EU-news-eu-frexit-brexit-party-alexandra-phillips-emmanuel-macron-charles-henri-galloi/amp'],[],697,512,1468,[],[],https://twitter.com/John__Tennant/status/1225719700111417344,False,,0,,,,,,,"[{'user_id': '1132976282008981506', 'username': 'John__Tennant'}]",,,,
1223379975191105536,1223379975191105536,1580511490000,2020-01-31,22:58:10,GMT,1132976282008981506,john__tennant,John Tennant,,"My final speech in the European Parliament - Britain is a friend of Europe, we always have and always will be.  https://youtu.be/IN27uP9jLq4  #BrexitCelebration #brexit",[],['https://youtu.be/IN27uP9jLq4'],[],5,6,34,"['#brexitcelebration', '#brexit']",[],https://twitter.com/John__Tennant/status/1223379975191105536,False,,0,,,,,,,"[{'user_id': '1132976282008981506', 'username': 'John__Tennant'}]",,,,
1210639672029913088,1210639672029913088,1577473965000,2019-12-27,19:12:45,GMT,1132976282008981506,john__tennant,John Tennant,,EU on the brink: Brexit Party MEP warns of imminent Euro catastrophe and Brussels collapse  http://shr.gs/GRpSmmI ,[],['http://shr.gs/GRpSmmI'],[],0,1,2,[],[],https://twitter.com/John__Tennant/status/1210639672029913088,False,,0,,,,,,,"[{'user_id': '1132976282008981506', 'username': 'John__Tennant'}]",,,,
1206861683131584512,1206861683131584512,1576573222000,2019-12-17,09:00:22,GMT,1132976282008981506,john__tennant,John Tennant,,I spoke in the European Parliament this morning regarding the situation in Malta. You can watch my speech here: https://youtu.be/HpnIKDa0J7M ,[],['https://youtu.be/HpnIKDa0J7M'],[],1,2,9,[],[],https://twitter.com/John__Tennant/status/1206861683131584512,False,,0,,,,,,,"[{'user_id': '1132976282008981506', 'username': 'John__Tennant'}]",,,,
1204050834830569473,1204050834830569473,1575903063000,2019-12-09,14:51:03,GMT,1132976282008981506,john__tennant,John Tennant,,Brexit party led hartlepool council today voted for a new investment plan for our neighbourhoods as part of nearly £56m of funding for our future. This means improving our housing and heritage. The Brexit party is making a difference already!,[],[],[],13,110,285,[],[],https://twitter.com/John__Tennant/status/1204050834830569473,False,,0,,,,,,,"[{'user_id': '1132976282008981506', 'username': 'John__Tennant'}]",,,,
1202916897131499520,1202916897131499520,1575632712000,2019-12-06,11:45:12,GMT,1132976282008981506,john__tennant,John Tennant,,You can read my latest Journal article here:  http://www.johntennantmep.co.uk/2019/12/05/column-we-need-a-great-escape-from-polls-in-festive-season/ … #Brexit,[],['http://www.johntennantmep.co.uk/2019/12/05/column-we-need-a-great-escape-from-polls-in-festive-season/'],[],0,2,3,['#brexit'],[],https://twitter.com/John__Tennant/status/1202916897131499520,False,,0,,,,,,,"[{'user_id': '1132976282008981506', 'username': 'John__Tennant'}]",,,,
1202291466023911425,1202291466023911425,1575483597000,2019-12-04,18:19:57,GMT,1132976282008981506,john__tennant,John Tennant,,It's the EU that's not our friend when it comes to our NHS! https://www.telegraph.co.uk/politics/2019/12/04/jeremy-corbyn-late-save-nhs-has-already-sold-eu/# …,[],['https://www.telegraph.co.uk/politics/2019/12/04/jeremy-corbyn-late-save-nhs-has-already-sold-eu/#'],[],0,3,5,[],[],https://twitter.com/John__Tennant/status/1202291466023911425,False,,0,,,,,,,"[{'user_id': '1132976282008981506', 'username': 'John__Tennant'}]",,,,
1191439396526055424,1191439396526055424,1572896262000,2019-11-04,19:37:42,GMT,1132976282008981506,john__tennant,John Tennant,,Earlier today I spoke to BBC Radio 4. You can listen in here:  https://youtu.be/mEw0m3WeI_U  #Brexit,[],['https://youtu.be/mEw0m3WeI_U'],[],0,1,1,['#brexit'],[],https://twitter.com/John__Tennant/status/1191439396526055424,False,,0,,,,,,,"[{'user_id': '1132976282008981506', 'username': 'John__Tennant'}]",,,,
1188804215881244675,1188804215881244675,1572267986000,2019-10-28,13:06:26,GMT,1132976282008981506,john__tennant,John Tennant,,"If you wake up on Friday morning and we're still in the EU then Boris has broken his promise. Lesson, don't make promises you cannot keep! Only the Brexit party is resolute in delivering a clean break brexit",[],[],[],421,830,2126,[],[],https://twitter.com/John__Tennant/status/1188804215881244675,False,,0,,,,,,,"[{'user_id': '1132976282008981506', 'username': 'John__Tennant'}]",,,,
1185644693562019841,1185644693562019841,1571514697000,2019-10-19,19:51:37,GMT,1132976282008981506,john__tennant,John Tennant,,Congratulations to Hartlepool boxer Savannah Marshall on a very professional stoppage win tonight!,[],[],[],0,0,2,[],[],https://twitter.com/John__Tennant/status/1185644693562019841,False,,0,,,,,,,"[{'user_id': '1132976282008981506', 'username': 'John__Tennant'}]",,,,
1185562439049457664,1185562439049457664,1571495086000,2019-10-19,14:24:46,GMT,1132976282008981506,john__tennant,John Tennant,,"This zombie Parliament has sat for too long for any good it has been doing lately. Depart, I say, and have done with you.  In the name of God, go!

General. Election. Now.",[],[],[],34,401,1525,[],[],https://twitter.com/John__Tennant/status/1185562439049457664,False,,0,,,,,,,"[{'user_id': '1132976282008981506', 'username': 'John__Tennant'}]",,,,
1185553796417708034,1185553796417708034,1571493026000,2019-10-19,13:50:26,GMT,1132976282008981506,john__tennant,John Tennant,,Letwin's wrecking amendment has passed. For all the wrong reasons but at least it makes the Boris Bad Deal less likely.,[],[],[],0,2,14,[],[],https://twitter.com/John__Tennant/status/1185553796417708034,False,,0,,,,,,,"[{'user_id': '1132976282008981506', 'username': 'John__Tennant'}]",,,,
1185212947531997185,1185212947531997185,1571411761000,2019-10-18,15:16:01,GMT,1132976282008981506,john__tennant,John Tennant,,Brexiteers are making a mistake backing Boris Johnson’s deal https://blogs.spectator.co.uk/2019/10/brexiteers-are-making-a-mistake-backing-boris-johnsons-deal/ …,[],['https://blogs.spectator.co.uk/2019/10/brexiteers-are-making-a-mistake-backing-boris-johnsons-deal/'],[],0,9,15,[],[],https://twitter.com/John__Tennant/status/1185212947531997185,False,,0,,,,,,,"[{'user_id': '1132976282008981506', 'username': 'John__Tennant'}]",,,,
1184889368273719297,1184888175610748935,1571334614000,2019-10-17,17:50:14,GMT,1132976282008981506,john__tennant,John Tennant,,3/3. The PM said the UK would be outside the Customs Union so it could do its own trade deals - result? Although we will be outside the CU the level playing field means we shall have the same barriers that will make FTAs highly unlikely. Why then should we back him and his deal?,"['nigeldoddsdup', 'stevebakerhw', 'nigelmp']",[],[],1,0,5,[],[],https://twitter.com/John__Tennant/status/1184889368273719297,False,,0,,,,,,,"[{'user_id': '1132976282008981506', 'username': 'John__Tennant'}, {'user_id': '104845115', 'username': 'NigelDoddsDUP'}, {'user_id': '15157283', 'username': 'SteveBakerHW'}, {'user_id': '9260332', 'username': 'nigelmp'}]",,,,
1184888632697610240,1184888175610748935,1571334438000,2019-10-17,17:47:18,GMT,1132976282008981506,john__tennant,John Tennant,,2/3. The PM wrote to Donald Tusk saying that the UK would now choose to have divergence - result? The UK will eschew divergence and accept a level playing field. @nigelmp @NigelDoddsDUP @DianeDoddsMEP @SteveBakerHW,"['nigeldoddsdup', 'stevebakerhw', 'nigelmp']",[],[],1,0,3,[],[],https://twitter.com/John__Tennant/status/1184888632697610240,False,,0,,,,,,,"[{'user_id': '1132976282008981506', 'username': 'John__Tennant'}, {'user_id': '104845115', 'username': 'NigelDoddsDUP'}, {'user_id': '15157283', 'username': 'SteveBakerHW'}, {'user_id': '9260332', 'username': 'nigelmp'}]",,,,
1184888175610748935,1184888175610748935,1571334329000,2019-10-17,17:45:29,GMT,1132976282008981506,john__tennant,John Tennant,,1/3. The PM spoke to the DUP conference in Ulster and said there would be no border down the Irish Sea – result? A Border down the Irish Sea. @NigelDoddsDUP @DianeDoddsMEP @SteveBakerHW,"['nigeldoddsdup', 'stevebakerhw']",[],[],1,4,8,[],[],https://twitter.com/John__Tennant/status/1184888175610748935,False,,0,,,,,,,"[{'user_id': '1132976282008981506', 'username': 'John__Tennant'}, {'user_id': '104845115', 'username': 'NigelDoddsDUP'}, {'user_id': '15157283', 'username': 'SteveBakerHW'}]",,,,
1184811611002933248,1184808328872038400,1571316075000,2019-10-17,12:41:15,GMT,1132976282008981506,john__tennant,John Tennant,,"Rather than accept a new EU treaty that’s bad for us or an extension and general election it would always be the latter.
I genuinely believe that a clean break and being able to be competitive is the absolute key to our economic success and we cannot do that with this new treaty.",[],[],[],1,1,6,[],[],https://twitter.com/John__Tennant/status/1184811611002933248,False,,0,,,,,,,"[{'user_id': '1132976282008981506', 'username': 'John__Tennant'}]",,,,
1184808328872038400,1184808328872038400,1571315292000,2019-10-17,12:28:12,GMT,1132976282008981506,john__tennant,John Tennant,,"This new deal is not brexit. It keeps us part of regulatory alignment for the foreseeable. This includes state aid, procurement and fisheries. Now, has anyone heard about the £39bn?  DUP aren't fooled, neither are we.",[],[],[],3,5,20,[],[],https://twitter.com/John__Tennant/status/1184808328872038400,False,,0,,,,,,,"[{'user_id': '1132976282008981506', 'username': 'John__Tennant'}]",,,,
1184442883996299264,1184442883996299264,1571228164000,2019-10-16,12:16:04,GMT,1132976282008981506,john__tennant,John Tennant,,The EU are still trying to maintain control over our own affairs! The only brexit that means brexit is a CLEAN BREAK BREXIT!! http://www.thetimes.co.uk/article/eda54fa8-f002-11e9-94c6-2c5cc7bfde9a …,[],['http://www.thetimes.co.uk/article/eda54fa8-f002-11e9-94c6-2c5cc7bfde9a'],[],2,3,6,[],[],https://twitter.com/John__Tennant/status/1184442883996299264,False,,0,,,,,,,"[{'user_id': '1132976282008981506', 'username': 'John__Tennant'}]",,,,
